left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
0	0	NA	0	-1	0	34	7
0	0	NA	0	-1	1	35	7
50	51	avg.disc.length_05	35.366667	1	NA	36	7
0	0	NA	0	-1	0	37	7
52	53	avg.disc.length_00	40.5	1	NA	38	7
0	0	NA	0	-1	0	39	7
0	0	NA	0	-1	1	40	7
54	55	num.displays_03	78842	1	NA	41	7
56	57	avg.disc.length_03	120.5	1	NA	42	7
58	59	attention.level.author_06	0.000469	1	NA	43	7
60	61	attention.level.author_03	0.0011115	1	NA	44	7
0	0	NA	0	-1	0	45	7
62	63	num.displays_06	1130	1	NA	46	7
0	0	NA	0	-1	1	47	7
64	65	avg.auths.per.disc_00	23.75	1	NA	48	7
0	0	NA	0	-1	0	49	7
66	67	num.displays_07	7672	1	NA	50	7
0	0	NA	0	-1	1	51	7
68	69	num.authors.topic_02	0.5	1	NA	52	7
0	0	NA	0	-1	0	53	7
70	71	attention.level.contrib_01	0.0047165	1	NA	54	7
0	0	NA	0	-1	1	55	7
72	73	num.displays_02	322.5	1	NA	56	7
0	0	NA	0	-1	0	57	7
0	0	NA	0	-1	0	58	7
74	75	attention.level.author_00	0.004359	1	NA	59	7
0	0	NA	0	-1	0	60	7
76	77	num.authors.topic_03	3.5	1	NA	61	7
78	79	attention.level.contrib_00	0.0082225	1	NA	62	7
0	0	NA	0	-1	0	63	7
80	81	num.displays_06	2348.5	1	NA	64	7
0	0	NA	0	-1	1	65	7
82	83	avg.disc.length_03	16.5	1	NA	66	7
0	0	NA	0	-1	1	67	7
0	0	NA	0	-1	0	68	7
0	0	NA	0	-1	1	69	7
84	85	num.displays_03	18064	1	NA	70	7
86	87	num.displays_00	3107.5	1	NA	71	7
0	0	NA	0	-1	0	72	7
88	89	attention.level.author_00	0.000912	1	NA	73	7
90	91	num.displays_00	527.5	1	NA	74	7
0	0	NA	0	-1	0	75	7
0	0	NA	0	-1	0	76	7
0	0	NA	0	-1	0	77	7
92	93	num.displays_02	952	1	NA	78	7
0	0	NA	0	-1	1	79	7
94	95	contribution.sparseness_05	0.0348485	1	NA	80	7
0	0	NA	0	-1	1	81	7
0	0	NA	0	-1	1	82	7
0	0	NA	0	-1	1	83	7
96	97	atomic.containers_00	114	1	NA	84	7
0	0	NA	0	-1	0	85	7
0	0	NA	0	-1	0	86	7
98	99	contribution.sparseness_01	0.0346955	1	NA	87	7
0	0	NA	0	-1	0	88	7
0	0	NA	0	-1	0	89	7
0	0	NA	0	-1	0	90	7
0	0	NA	0	-1	0	91	7
0	0	NA	0	-1	0	92	7
0	0	NA	0	-1	0	93	7
0	0	NA	0	-1	0	94	7
0	0	NA	0	-1	0	95	7
0	0	NA	0	-1	1	96	7
0	0	NA	0	-1	1	97	7
0	0	NA	0	-1	1	98	7
0	0	NA	0	-1	1	99	7
2	3	attention.level.author_02	0.0020585	1	NA	1	8
4	5	attention.level.contrib_00	0.0003145	1	NA	2	8
6	7	num.displays_07	2048.5	1	NA	3	8
8	9	attention.level.contrib_07	0.000139	1	NA	4	8
10	11	num.displays_05	2046	1	NA	5	8
12	13	avg.auths.per.disc_00	6.875	1	NA	6	8
14	15	num.displays_07	3946.5	1	NA	7	8
16	17	num.displays_05	1699.5	1	NA	8	8
18	19	num.displays_01	1559	1	NA	9	8
20	21	num.displays_04	887.5	1	NA	10	8
22	23	num.displays_01	2307.5	1	NA	11	8
24	25	num.displays_07	1617.5	1	NA	12	8
0	0	NA	0	-1	0	13	8
26	27	number.total.disc_06	4.5	1	NA	14	8
28	29	attention.level.author_05	0.0072605	1	NA	15	8
30	31	avg.auths.per.disc_06	6.75	1	NA	16	8
0	0	NA	0	-1	0	17	8
32	33	num.displays_06	1318	1	NA	18	8
34	35	num.displays_02	3106.5	1	NA	19	8
36	37	num.displays_02	1343	1	NA	20	8
38	39	num.displays_07	1791.5	1	NA	21	8
0	0	NA	0	-1	0	22	8
40	41	avg.auths.per.disc_00	5.7333335	1	NA	23	8
42	43	atomic.containers_07	138	1	NA	24	8
0	0	NA	0	-1	0	25	8
44	45	avg.disc.length_01	66.5	1	NA	26	8
0	0	NA	0	-1	0	27	8
46	47	num.displays_04	20950.5	1	NA	28	8
48	49	contribution.sparseness_06	0.002482	1	NA	29	8
50	51	num.displays_04	603.5	1	NA	30	8
52	53	avg.disc.length_06	9.5	1	NA	31	8
54	55	atomic.containers_07	161.5	1	NA	32	8
0	0	NA	0	-1	0	33	8
0	0	NA	0	-1	0	34	8
0	0	NA	0	-1	1	35	8
56	57	num.displays_04	307.5	1	NA	36	8
0	0	NA	0	-1	1	37	8
0	0	NA	0	-1	0	38	8
0	0	NA	0	-1	0	39	8
0	0	NA	0	-1	1	40	8
0	0	NA	0	-1	1	41	8
58	59	avg.disc.length_03	12.5	1	NA	42	8
0	0	NA	0	-1	0	43	8
60	61	avg.auths.per.disc_02	21.333333	1	NA	44	8
0	0	NA	0	-1	0	45	8
62	63	num.displays_03	9936	1	NA	46	8
0	0	NA	0	-1	0	47	8
0	0	NA	0	-1	1	48	8
64	65	contribution.sparseness_04	0.0049765	1	NA	49	8
66	67	avg.auths.per.disc_00	7.8333335	1	NA	50	8
68	69	num.displays_07	1307.5	1	NA	51	8
0	0	NA	0	-1	1	52	8
70	71	avg.auths.per.disc_00	3.5	1	NA	53	8
72	73	attention.level.author_07	0.009689	1	NA	54	8
0	0	NA	0	-1	1	55	8
0	0	NA	0	-1	0	56	8
74	75	attention.level.author_07	0.0152635	1	NA	57	8
0	0	NA	0	-1	0	58	8
0	0	NA	0	-1	0	59	8
76	77	contribution.sparseness_07	0.0022175	1	NA	60	8
0	0	NA	0	-1	0	61	8
78	79	avg.auths.per.disc_04	15.9	1	NA	62	8
0	0	NA	0	-1	1	63	8
80	81	num.new.disc_07	0.5	1	NA	64	8
82	83	attention.level.author_05	0.012909	1	NA	65	8
84	85	avg.disc.length_01	1.5	1	NA	66	8
0	0	NA	0	-1	0	67	8
86	87	contribution.sparseness_00	0.042445	1	NA	68	8
0	0	NA	0	-1	0	69	8
88	89	attention.level.contrib_02	0.0008025	1	NA	70	8
0	0	NA	0	-1	0	71	8
90	91	atomic.containers_06	62	1	NA	72	8
0	0	NA	0	-1	0	73	8
92	93	attention.level.contrib_03	2.55e-05	1	NA	74	8
0	0	NA	0	-1	1	75	8
0	0	NA	0	-1	1	76	8
0	0	NA	0	-1	1	77	8
94	95	avg.auths.per.disc_00	2.5625	1	NA	78	8
0	0	NA	0	-1	1	79	8
0	0	NA	0	-1	1	80	8
0	0	NA	0	-1	1	81	8
96	97	avg.auths.per.disc_02	2.3095235	1	NA	82	8
98	99	num.authors.topic_05	17.5	1	NA	83	8
0	0	NA	0	-1	0	84	8
0	0	NA	0	-1	0	85	8
0	0	NA	0	-1	0	86	8
0	0	NA	0	-1	0	87	8
0	0	NA	0	-1	0	88	8
0	0	NA	0	-1	0	89	8
0	0	NA	0	-1	0	90	8
0	0	NA	0	-1	0	91	8
0	0	NA	0	-1	0	92	8
0	0	NA	0	-1	0	93	8
0	0	NA	0	-1	1	94	8
0	0	NA	0	-1	1	95	8
0	0	NA	0	-1	0	96	8
0	0	NA	0	-1	1	97	8
0	0	NA	0	-1	0	98	8
0	0	NA	0	-1	1	99	8
2	3	number.total.disc_07	2.5	1	NA	1	9
4	5	attention.level.contrib_04	0.0002705	1	NA	2	9
6	7	number.total.disc_00	3.5	1	NA	3	9
8	9	num.displays_03	1649.5	1	NA	4	9
10	11	attention.level.author_01	0.0006405	1	NA	5	9
12	13	num.displays_02	1649.5	1	NA	6	9
14	15	contribution.sparseness_00	0.0238335	1	NA	7	9
16	17	num.displays_04	970	1	NA	8	9
18	19	num.displays_01	3026	1	NA	9	9
20	21	attention.level.author_02	0.0006835	1	NA	10	9
22	23	number.total.disc_03	2.5	1	NA	11	9
24	25	num.displays_02	1189	1	NA	12	9
26	27	num.displays_03	12985.5	1	NA	13	9
28	29	attention.level.contrib_00	0.00718	1	NA	14	9
0	0	NA	0	-1	1	15	9
30	31	avg.disc.length_02	37.5	1	NA	16	9
32	33	num.new.disc_02	1.5	1	NA	17	9
34	35	num.displays_00	1356.5	1	NA	18	9
0	0	NA	0	-1	1	19	9
36	37	avg.auths.per.disc_04	66	1	NA	20	9
38	39	num.displays_06	2041	1	NA	21	9
40	41	contribution.sparseness_01	0.0065455	1	NA	22	9
42	43	atomic.containers_04	59.5	1	NA	23	9
44	45	avg.disc.length_04	55.75	1	NA	24	9
0	0	NA	0	-1	0	25	9
46	47	num.displays_06	3550	1	NA	26	9
0	0	NA	0	-1	0	27	9
48	49	num.displays_00	34140.5	1	NA	28	9
50	51	num.displays_03	1661.5	1	NA	29	9
52	53	num.displays_07	1828	1	NA	30	9
0	0	NA	0	-1	0	31	9
54	55	num.displays_07	1768.5	1	NA	32	9
0	0	NA	0	-1	1	33	9
0	0	NA	0	-1	0	34	9
56	57	number.total.disc_05	0.5	1	NA	35	9
58	59	num.displays_05	1944.5	1	NA	36	9
0	0	NA	0	-1	1	37	9
0	0	NA	0	-1	0	38	9
0	0	NA	0	-1	1	39	9
0	0	NA	0	-1	1	40	9
60	61	num.displays_00	1994	1	NA	41	9
0	0	NA	0	-1	1	42	9
0	0	NA	0	-1	0	43	9
62	63	num.displays_07	1913.5	1	NA	44	9
0	0	NA	0	-1	0	45	9
0	0	NA	0	-1	1	46	9
64	65	avg.auths.per.disc_04	4.4166665	1	NA	47	9
66	67	avg.auths.per.disc_04	4.1602565	1	NA	48	9
0	0	NA	0	-1	0	49	9
0	0	NA	0	-1	0	50	9
68	69	contribution.sparseness_00	0.0068605	1	NA	51	9
70	71	avg.auths.per.disc_03	8.75	1	NA	52	9
0	0	NA	0	-1	1	53	9
72	73	atomic.containers_03	41.5	1	NA	54	9
0	0	NA	0	-1	0	55	9
0	0	NA	0	-1	1	56	9
0	0	NA	0	-1	0	57	9
74	75	num.displays_06	1565.5	1	NA	58	9
0	0	NA	0	-1	1	59	9
76	77	num.displays_03	658.5	1	NA	60	9
0	0	NA	0	-1	1	61	9
78	79	contribution.sparseness_07	0.007672	1	NA	62	9
0	0	NA	0	-1	1	63	9
0	0	NA	0	-1	1	64	9
0	0	NA	0	-1	1	65	9
0	0	NA	0	-1	1	66	9
80	81	auth.increase_05	1.5	1	NA	67	9
82	83	num.new.disc_06	6.5	1	NA	68	9
84	85	avg.auths.per.disc_05	4.003077	1	NA	69	9
86	87	num.authors.topic_04	2.5	1	NA	70	9
0	0	NA	0	-1	0	71	9
88	89	avg.auths.per.disc_06	2.875	1	NA	72	9
0	0	NA	0	-1	1	73	9
90	91	num.displays_02	634	1	NA	74	9
0	0	NA	0	-1	0	75	9
0	0	NA	0	-1	0	76	9
0	0	NA	0	-1	0	77	9
0	0	NA	0	-1	1	78	9
92	93	avg.auths.per.disc_04	17.5	1	NA	79	9
0	0	NA	0	-1	1	80	9
94	95	num.new.disc_02	11.5	1	NA	81	9
0	0	NA	0	-1	1	82	9
0	0	NA	0	-1	1	83	9
0	0	NA	0	-1	0	84	9
96	97	num.displays_06	164482	1	NA	85	9
98	99	num.displays_05	335	1	NA	86	9
0	0	NA	0	-1	0	87	9
0	0	NA	0	-1	0	88	9
0	0	NA	0	-1	0	89	9
0	0	NA	0	-1	0	90	9
0	0	NA	0	-1	0	91	9
0	0	NA	0	-1	0	92	9
0	0	NA	0	-1	0	93	9
0	0	NA	0	-1	1	94	9
0	0	NA	0	-1	0	95	9
0	0	NA	0	-1	1	96	9
0	0	NA	0	-1	1	97	9
0	0	NA	0	-1	0	98	9
0	0	NA	0	-1	0	99	9
2	3	num.displays_04	2128	1	NA	1	10
4	5	num.displays_06	1214	1	NA	2	10
6	7	num.displays_07	3472.5	1	NA	3	10
8	9	atomic.containers_07	135	1	NA	4	10
10	11	num.displays_00	2099.5	1	NA	5	10
12	13	attention.level.author_00	0.0054835	1	NA	6	10
14	15	attention.level.contrib_06	0.00359	1	NA	7	10
16	17	avg.auths.per.disc_00	1.888889	1	NA	8	10
0	0	NA	0	-1	1	9	10
18	19	attention.level.contrib_04	6.95e-05	1	NA	10	10
0	0	NA	0	-1	1	11	10
20	21	num.new.disc_03	0.5	1	NA	12	10
0	0	NA	0	-1	1	13	10
22	23	avg.auths.per.disc_05	2.923077	1	NA	14	10
24	25	attention.level.author_03	0.0021035	1	NA	15	10
26	27	num.displays_04	679	1	NA	16	10
28	29	num.displays_04	590.5	1	NA	17	10
30	31	num.displays_03	1812	1	NA	18	10
32	33	num.authors.topic_07	31.5	1	NA	19	10
34	35	num.displays_07	1168.5	1	NA	20	10
0	0	NA	0	-1	0	21	10
36	37	burstiness_02	0.45	1	NA	22	10
38	39	num.displays_04	18745	1	NA	23	10
0	0	NA	0	-1	1	24	10
40	41	avg.auths.per.disc_07	1	1	NA	25	10
42	43	num.displays_06	486.5	1	NA	26	10
44	45	num.new.disc_01	1.5	1	NA	27	10
46	47	num.displays_03	533	1	NA	28	10
48	49	num.displays_04	592.5	1	NA	29	10
50	51	avg.disc.length_07	32.299999	1	NA	30	10
0	0	NA	0	-1	0	31	10
52	53	contribution.sparseness_04	0.060662	1	NA	32	10
0	0	NA	0	-1	1	33	10
0	0	NA	0	-1	0	34	10
54	55	attention.level.contrib_03	0.000296	1	NA	35	10
0	0	NA	0	-1	1	36	10
0	0	NA	0	-1	0	37	10
56	57	avg.disc.length_03	34.4027785	1	NA	38	10
0	0	NA	0	-1	0	39	10
0	0	NA	0	-1	0	40	10
58	59	atomic.containers_06	68.5	1	NA	41	10
60	61	burstiness_07	0.8333335	1	NA	42	10
62	63	attention.level.author_05	0.000175	1	NA	43	10
64	65	num.new.disc_04	1.5	1	NA	44	10
0	0	NA	0	-1	1	45	10
66	67	attention.level.author_04	0.00524	1	NA	46	10
0	0	NA	0	-1	0	47	10
0	0	NA	0	-1	1	48	10
68	69	atomic.containers_04	85	1	NA	49	10
70	71	avg.auths.per.disc_06	45.5	1	NA	50	10
0	0	NA	0	-1	0	51	10
72	73	num.displays_06	2437	1	NA	52	10
0	0	NA	0	-1	0	53	10
0	0	NA	0	-1	0	54	10
0	0	NA	0	-1	1	55	10
74	75	num.displays_00	4085.5	1	NA	56	10
76	77	contribution.sparseness_03	0.0155255	1	NA	57	10
0	0	NA	0	-1	1	58	10
78	79	avg.auths.per.disc_04	4.558442	1	NA	59	10
80	81	num.displays_04	61.5	1	NA	60	10
82	83	avg.disc.length_06	36	1	NA	61	10
84	85	attention.level.contrib_04	0.001614	1	NA	62	10
0	0	NA	0	-1	0	63	10
86	87	auth.increase_05	2.5	1	NA	64	10
0	0	NA	0	-1	0	65	10
88	89	num.displays_07	532	1	NA	66	10
0	0	NA	0	-1	0	67	10
90	91	num.displays_07	1135.5	1	NA	68	10
0	0	NA	0	-1	1	69	10
92	93	num.authors.topic_05	0.5	1	NA	70	10
0	0	NA	0	-1	1	71	10
94	95	avg.disc.length_00	24.5	1	NA	72	10
0	0	NA	0	-1	1	73	10
0	0	NA	0	-1	1	74	10
96	97	auth.increase_00	21.5	1	NA	75	10
98	99	avg.auths.per.disc_00	31	1	NA	76	10
0	0	NA	0	-1	1	77	10
0	0	NA	0	-1	1	78	10
0	0	NA	0	-1	1	79	10
0	0	NA	0	-1	0	80	10
0	0	NA	0	-1	0	81	10
0	0	NA	0	-1	0	82	10
0	0	NA	0	-1	0	83	10
0	0	NA	0	-1	0	84	10
0	0	NA	0	-1	1	85	10
0	0	NA	0	-1	0	86	10
0	0	NA	0	-1	0	87	10
0	0	NA	0	-1	0	88	10
0	0	NA	0	-1	0	89	10
0	0	NA	0	-1	0	90	10
0	0	NA	0	-1	0	91	10
0	0	NA	0	-1	0	92	10
0	0	NA	0	-1	0	93	10
0	0	NA	0	-1	0	94	10
0	0	NA	0	-1	0	95	10
0	0	NA	0	-1	1	96	10
0	0	NA	0	-1	1	97	10
0	0	NA	0	-1	1	98	10
0	0	NA	0	-1	0	99	10
2	3	number.total.disc_00	2.5	1	NA	1	11
4	5	num.displays_01	1559.5	1	NA	2	11
6	7	num.displays_07	3119	1	NA	3	11
8	9	attention.level.author_00	0.000456	1	NA	4	11
10	11	num.displays_00	2645	1	NA	5	11
12	13	num.displays_06	2403	1	NA	6	11
14	15	attention.level.author_04	0.0079185	1	NA	7	11
16	17	num.displays_05	1866.5	1	NA	8	11
18	19	num.displays_07	1412.5	1	NA	9	11
20	21	atomic.containers_06	27.5	1	NA	10	11
22	23	num.new.disc_02	0.5	1	NA	11	11
24	25	num.authors.topic_06	27.5	1	NA	12	11
0	0	NA	0	-1	0	13	11
26	27	num.displays_04	28553.5	1	NA	14	11
28	29	avg.auths.per.disc_05	2.860577	1	NA	15	11
30	31	num.displays_01	1112.5	1	NA	16	11
0	0	NA	0	-1	0	17	11
32	33	num.displays_01	704.5	1	NA	18	11
34	35	attention.level.author_02	0.0024435	1	NA	19	11
36	37	atomic.containers_03	7.5	1	NA	20	11
0	0	NA	0	-1	0	21	11
38	39	avg.auths.per.disc_05	7.9	1	NA	22	11
40	41	auth.increase_06	7.5	1	NA	23	11
42	43	num.new.disc_07	4.5	1	NA	24	11
0	0	NA	0	-1	1	25	11
44	45	attention.level.author_07	0.002398	1	NA	26	11
0	0	NA	0	-1	0	27	11
0	0	NA	0	-1	0	28	11
46	47	atomic.containers_06	1041.5	1	NA	29	11
48	49	number.total.disc_07	14	1	NA	30	11
50	51	num.displays_02	1790	1	NA	31	11
52	53	contribution.sparseness_00	0.026145	1	NA	32	11
54	55	num.new.disc_00	0.5	1	NA	33	11
56	57	atomic.containers_04	8.5	1	NA	34	11
0	0	NA	0	-1	1	35	11
58	59	num.displays_07	2352.5	1	NA	36	11
0	0	NA	0	-1	0	37	11
0	0	NA	0	-1	1	38	11
0	0	NA	0	-1	1	39	11
0	0	NA	0	-1	1	40	11
0	0	NA	0	-1	0	41	11
60	61	contribution.sparseness_07	0.024795	1	NA	42	11
0	0	NA	0	-1	1	43	11
0	0	NA	0	-1	1	44	11
62	63	atomic.containers_06	33.5	1	NA	45	11
64	65	burstiness_05	0.4272485	1	NA	46	11
0	0	NA	0	-1	1	47	11
66	67	attention.level.author_07	0.0114805	1	NA	48	11
0	0	NA	0	-1	1	49	11
68	69	num.displays_07	2484.5	1	NA	50	11
0	0	NA	0	-1	1	51	11
70	71	attention.level.author_02	0.0001735	1	NA	52	11
72	73	contribution.sparseness_03	0.08114	1	NA	53	11
0	0	NA	0	-1	0	54	11
0	0	NA	0	-1	0	55	11
0	0	NA	0	-1	0	56	11
0	0	NA	0	-1	0	57	11
0	0	NA	0	-1	0	58	11
74	75	avg.disc.length_01	4.5	1	NA	59	11
0	0	NA	0	-1	0	60	11
0	0	NA	0	-1	0	61	11
76	77	burstiness_00	0.8397435	1	NA	62	11
78	79	attention.level.author_03	0.0109635	1	NA	63	11
80	81	num.displays_06	168677	1	NA	64	11
82	83	avg.auths.per.disc_02	28.8055555	1	NA	65	11
84	85	num.displays_01	414.5	1	NA	66	11
0	0	NA	0	-1	0	67	11
86	87	avg.auths.per.disc_04	30	1	NA	68	11
0	0	NA	0	-1	1	69	11
0	0	NA	0	-1	0	70	11
0	0	NA	0	-1	0	71	11
0	0	NA	0	-1	0	72	11
0	0	NA	0	-1	0	73	11
0	0	NA	0	-1	1	74	11
0	0	NA	0	-1	1	75	11
88	89	burstiness_06	0.9	1	NA	76	11
0	0	NA	0	-1	0	77	11
90	91	attention.level.contrib_04	0.0004145	1	NA	78	11
0	0	NA	0	-1	0	79	11
92	93	attention.level.contrib_03	0.005999	1	NA	80	11
0	0	NA	0	-1	0	81	11
94	95	attention.level.contrib_05	0.057284	1	NA	82	11
0	0	NA	0	-1	0	83	11
96	97	contribution.sparseness_04	0.0377495	1	NA	84	11
98	99	avg.disc.length_03	51	1	NA	85	11
0	0	NA	0	-1	0	86	11
0	0	NA	0	-1	1	87	11
0	0	NA	0	-1	1	88	11
0	0	NA	0	-1	1	89	11
0	0	NA	0	-1	0	90	11
0	0	NA	0	-1	1	91	11
0	0	NA	0	-1	1	92	11
0	0	NA	0	-1	1	93	11
0	0	NA	0	-1	1	94	11
0	0	NA	0	-1	1	95	11
0	0	NA	0	-1	0	96	11
0	0	NA	0	-1	0	97	11
0	0	NA	0	-1	0	98	11
0	0	NA	0	-1	0	99	11
2	3	attention.level.contrib_04	0.0004125	1	NA	1	12
4	5	number.total.disc_05	1.5	1	NA	2	12
6	7	num.authors.topic_00	7.5	1	NA	3	12
8	9	atomic.containers_00	0.5	1	NA	4	12
10	11	num.displays_02	2382	1	NA	5	12
12	13	num.displays_05	1481.5	1	NA	6	12
14	15	num.displays_01	1632	1	NA	7	12
16	17	num.displays_06	2216	1	NA	8	12
18	19	contribution.sparseness_03	0.011858	1	NA	9	12
20	21	number.total.disc_01	8	1	NA	10	12
0	0	NA	0	-1	1	11	12
22	23	attention.level.author_05	0.007421	1	NA	12	12
24	25	num.displays_03	2683	1	NA	13	12
0	0	NA	0	-1	0	14	12
26	27	attention.level.author_07	0.008068	1	NA	15	12
28	29	attention.level.contrib_07	0.0087185	1	NA	16	12
0	0	NA	0	-1	1	17	12
30	31	num.displays_02	1623	1	NA	18	12
32	33	num.displays_04	2064.5	1	NA	19	12
34	35	num.new.disc_07	4.5	1	NA	20	12
0	0	NA	0	-1	1	21	12
36	37	attention.level.author_04	0.003115	1	NA	22	12
0	0	NA	0	-1	0	23	12
38	39	num.displays_02	2385	1	NA	24	12
40	41	num.displays_06	2709	1	NA	25	12
42	43	avg.auths.per.disc_06	2.6333335	1	NA	26	12
44	45	attention.level.author_01	0.014076	1	NA	27	12
46	47	number.total.disc_07	3.5	1	NA	28	12
0	0	NA	0	-1	0	29	12
48	49	avg.disc.length_04	96.5	1	NA	30	12
50	51	attention.level.contrib_07	0.002798	1	NA	31	12
52	53	num.authors.topic_07	24	1	NA	32	12
0	0	NA	0	-1	1	33	12
54	55	num.authors.topic_01	12.5	1	NA	34	12
0	0	NA	0	-1	1	35	12
56	57	num.authors.topic_07	24	1	NA	36	12
0	0	NA	0	-1	0	37	12
58	59	atomic.containers_04	7.5	1	NA	38	12
0	0	NA	0	-1	1	39	12
0	0	NA	0	-1	0	40	12
60	61	num.new.disc_06	7	1	NA	41	12
0	0	NA	0	-1	0	42	12
62	63	attention.level.author_00	0.0051215	1	NA	43	12
64	65	attention.level.author_07	0.0157735	1	NA	44	12
66	67	avg.auths.per.disc_02	3.3571425	1	NA	45	12
68	69	avg.disc.length_07	15.75	1	NA	46	12
0	0	NA	0	-1	0	47	12
70	71	num.displays_07	1544.5	1	NA	48	12
0	0	NA	0	-1	0	49	12
0	0	NA	0	-1	1	50	12
0	0	NA	0	-1	0	51	12
72	73	num.displays_02	652	1	NA	52	12
0	0	NA	0	-1	1	53	12
74	75	num.displays_01	972	1	NA	54	12
0	0	NA	0	-1	0	55	12
76	77	num.displays_05	1476.5	1	NA	56	12
0	0	NA	0	-1	1	57	12
0	0	NA	0	-1	1	58	12
78	79	auth.increase_06	3.5	1	NA	59	12
80	81	atomic.containers_03	109.5	1	NA	60	12
0	0	NA	0	-1	0	61	12
0	0	NA	0	-1	1	62	12
82	83	atomic.containers_03	43.5	1	NA	63	12
84	85	avg.disc.length_04	76.174999	1	NA	64	12
0	0	NA	0	-1	1	65	12
0	0	NA	0	-1	1	66	12
86	87	avg.disc.length_04	58.416666	1	NA	67	12
88	89	num.displays_00	399.5	1	NA	68	12
90	91	num.displays_07	1717.5	1	NA	69	12
92	93	attention.level.author_05	0.0047525	1	NA	70	12
0	0	NA	0	-1	0	71	12
0	0	NA	0	-1	0	72	12
0	0	NA	0	-1	0	73	12
0	0	NA	0	-1	0	74	12
0	0	NA	0	-1	0	75	12
94	95	contribution.sparseness_05	0.0166115	1	NA	76	12
0	0	NA	0	-1	1	77	12
0	0	NA	0	-1	0	78	12
0	0	NA	0	-1	1	79	12
96	97	attention.level.author_00	0.002584	1	NA	80	12
0	0	NA	0	-1	0	81	12
0	0	NA	0	-1	1	82	12
0	0	NA	0	-1	1	83	12
98	99	num.displays_00	27853.5	1	NA	84	12
0	0	NA	0	-1	0	85	12
0	0	NA	0	-1	1	86	12
0	0	NA	0	-1	0	87	12
0	0	NA	0	-1	0	88	12
0	0	NA	0	-1	0	89	12
0	0	NA	0	-1	0	90	12
0	0	NA	0	-1	0	91	12
0	0	NA	0	-1	0	92	12
0	0	NA	0	-1	0	93	12
0	0	NA	0	-1	0	94	12
0	0	NA	0	-1	0	95	12
0	0	NA	0	-1	1	96	12
0	0	NA	0	-1	1	97	12
0	0	NA	0	-1	1	98	12
0	0	NA	0	-1	0	99	12
2	3	num.displays_02	1648.5	1	NA	1	13
4	5	attention.level.author_01	0.001535	1	NA	2	13
6	7	attention.level.author_05	0.0055345	1	NA	3	13
8	9	auth.increase_00	0.5	1	NA	4	13
10	11	num.displays_05	2013.5	1	NA	5	13
12	13	num.displays_02	2964.5	1	NA	6	13
14	15	num.displays_01	2389	1	NA	7	13
16	17	number.total.disc_07	1.5	1	NA	8	13
18	19	num.authors.topic_06	32.5	1	NA	9	13
20	21	num.displays_07	1233.5	1	NA	10	13
0	0	NA	0	-1	1	11	13
22	23	contribution.sparseness_06	0.0068085	1	NA	12	13
24	25	num.new.disc_06	6.5	1	NA	13	13
0	0	NA	0	-1	1	14	13
26	27	avg.disc.length_01	72.25	1	NA	15	13
28	29	attention.level.author_00	0.0017385	1	NA	16	13
30	31	num.displays_02	1232.5	1	NA	17	13
32	33	num.displays_06	1452	1	NA	18	13
0	0	NA	0	-1	1	19	13
34	35	atomic.containers_02	42.5	1	NA	20	13
36	37	num.authors.topic_06	1.5	1	NA	21	13
38	39	contribution.sparseness_04	0.024381	1	NA	22	13
40	41	avg.auths.per.disc_06	2.875	1	NA	23	13
42	43	avg.auths.per.disc_05	3.3095235	1	NA	24	13
0	0	NA	0	-1	0	25	13
44	45	avg.auths.per.disc_05	4.087121	1	NA	26	13
0	0	NA	0	-1	0	27	13
46	47	num.displays_07	1871	1	NA	28	13
0	0	NA	0	-1	0	29	13
48	49	number.total.disc_06	27	1	NA	30	13
0	0	NA	0	-1	0	31	13
50	51	avg.disc.length_07	148.5	1	NA	32	13
0	0	NA	0	-1	0	33	13
52	53	num.authors.topic_07	6.5	1	NA	34	13
0	0	NA	0	-1	0	35	13
0	0	NA	0	-1	0	36	13
0	0	NA	0	-1	0	37	13
54	55	burstiness_05	0.0833335	1	NA	38	13
0	0	NA	0	-1	0	39	13
0	0	NA	0	-1	0	40	13
56	57	attention.level.contrib_05	0.0033955	1	NA	41	13
58	59	avg.disc.length_03	14.1666665	1	NA	42	13
60	61	atomic.containers_01	67.5	1	NA	43	13
0	0	NA	0	-1	1	44	13
62	63	attention.level.author_04	0.0035865	1	NA	45	13
64	65	num.displays_00	399.5	1	NA	46	13
0	0	NA	0	-1	0	47	13
66	67	num.displays_07	1913.5	1	NA	48	13
0	0	NA	0	-1	1	49	13
68	69	num.displays_03	489.5	1	NA	50	13
0	0	NA	0	-1	1	51	13
0	0	NA	0	-1	0	52	13
0	0	NA	0	-1	0	53	13
70	71	attention.level.author_02	0.004197	1	NA	54	13
0	0	NA	0	-1	0	55	13
72	73	attention.level.author_04	0.0032745	1	NA	56	13
0	0	NA	0	-1	0	57	13
0	0	NA	0	-1	1	58	13
0	0	NA	0	-1	0	59	13
74	75	contribution.sparseness_02	0.0210865	1	NA	60	13
0	0	NA	0	-1	1	61	13
0	0	NA	0	-1	1	62	13
76	77	num.displays_07	101011.5	1	NA	63	13
78	79	auth.increase_01	0.5	1	NA	64	13
80	81	num.displays_05	997.5	1	NA	65	13
82	83	attention.level.author_07	0.006726	1	NA	66	13
0	0	NA	0	-1	1	67	13
84	85	num.displays_02	321.5	1	NA	68	13
